,Profit Ratio,ONE,Category,City,Country,Customer Name,Discount,Number of Records,Order Date,Order ID,Postal Code,Manufacturer,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State,Sub-Category
4561,34%,1,Office Supplies,Pasadena,United States,Luke Weiss,0%,1,4/11/2018,CA-2018-166128,91104.0,Dixon,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",14,7,West,42,Consumer,4/18/2018,Standard Class,California,Art
4562,29%,1,Office Supplies,San Francisco,United States,Mike Kennedy,0%,1,5/3/2018,CA-2018-163209,94122.0,Newell,Newell 350,7,7,West,23,Consumer,5/7/2018,Standard Class,California,Art
4563,47%,1,Office Supplies,San Jose,United States,Sean Christensen,0%,1,12/24/2017,CA-2017-101651,95123.0,Staple envelope,Staple envelope,19,7,West,40,Consumer,12/30/2017,Standard Class,California,Envelopes
4564,33%,1,Office Supplies,Los Angeles,United States,Xylona Preis,0%,1,11/3/2017,CA-2017-109365,90049.0,Stockwell,Stockwell Push Pins,5,7,West,15,Consumer,11/8/2017,Standard Class,California,Fasteners
4565,48%,1,Office Supplies,Los Angeles,United States,Arthur Gainer,0%,1,12/27/2016,CA-2016-148376,90008.0,Avery,Avery 497,10,7,West,22,Consumer,12/31/2016,Standard Class,California,Labels
4566,47%,1,Office Supplies,Los Angeles,United States,Rob Dowd,0%,1,2/16/2016,CA-2016-121776,90008.0,Avery,Avery 485,41,7,West,88,Consumer,2/21/2016,Standard Class,California,Labels
4567,48%,1,Office Supplies,Los Angeles,United States,Clay Cheatham,0%,1,12/1/2018,CA-2018-118542,90008.0,Xerox,Xerox 1905,22,7,West,45,Consumer,12/5/2018,Standard Class,California,Paper
4568,45%,1,Office Supplies,San Bernardino,United States,Keith Herrera,0%,1,11/13/2016,CA-2016-104948,92404.0,Xerox,Xerox 1900,13,7,West,30,Consumer,11/17/2016,Standard Class,California,Paper
4569,50%,1,Office Supplies,San Francisco,United States,Doug Bickford,0%,1,9/21/2018,CA-2018-133074,94109.0,Adams,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",28,7,West,56,Consumer,9/25/2018,Standard Class,California,Paper
4570,49%,1,Office Supplies,San Francisco,United States,Mike Kennedy,0%,1,12/2/2017,US-2017-108455,94122.0,HP,HP Office Recycled Paper (20Lb. and 87 Bright),20,7,West,40,Consumer,12/8/2017,Standard Class,California,Paper
4571,48%,1,Office Supplies,Santa Ana,United States,Stewart Visinsky,0%,1,5/26/2017,CA-2017-148852,92704.0,Xerox,Xerox 1946,22,7,West,45,Consumer,5/31/2017,Standard Class,California,Paper
4572,46%,1,Office Supplies,Stockton,United States,Scot Wooten,0%,1,9/19/2017,CA-2017-130267,95207.0,Xerox,"Xerox Color Copier Paper, 11"" x 17"", Ream",74,7,West,160,Consumer,9/23/2017,Standard Class,California,Paper
4573,46%,1,Office Supplies,Seattle,United States,Toby Ritter,0%,1,9/8/2017,CA-2017-110009,98103.0,Ampad,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",14,7,West,31,Consumer,9/13/2017,Standard Class,Washington,Paper
4574,47%,1,Office Supplies,Seattle,United States,Greg Tran,0%,1,12/6/2017,US-2017-169040,98105.0,Xerox,Xerox 1880,117,7,West,248,Consumer,12/12/2017,Standard Class,Washington,Paper
4575,45%,1,Office Supplies,Seattle,United States,Sean O'Donnell,0%,1,12/1/2018,CA-2018-166926,98105.0,Xerox,Xerox 1947,19,7,West,42,Consumer,12/8/2018,Standard Class,Washington,Paper
4576,2%,1,Office Supplies,Fresno,United States,Jay Kimmel,0%,1,11/16/2018,CA-2018-100601,93727.0,Eldon,Eldon Shelf Savers Cubes and Bins,1,7,West,49,Consumer,11/20/2018,Standard Class,California,Storage
4577,12%,1,Office Supplies,Los Angeles,United States,Toby Swindell,0%,1,11/24/2016,CA-2016-153416,90036.0,Fellowes,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,55,7,West,455,Consumer,11/29/2016,Standard Class,California,Storage
4578,28%,1,Office Supplies,Los Angeles,United States,Sarah Brown,0%,1,5/22/2016,CA-2016-149846,90045.0,Other,Pizazz Global Quick File,29,7,West,105,Consumer,5/26/2016,Standard Class,California,Storage
4579,7%,1,Office Supplies,San Diego,United States,Brian Stugart,0%,1,11/17/2016,CA-2016-126725,92105.0,Fellowes,Fellowes Recycled Storage Drawers,54,7,West,777,Consumer,11/21/2016,Standard Class,California,Storage
4580,28%,1,Office Supplies,Great Falls,United States,Michelle Moray,0%,1,4/11/2015,CA-2015-110555,59405.0,Eldon,Eldon Simplefile Box Office,24,7,West,87,Consumer,4/18/2015,Standard Class,Montana,Storage
4581,29%,1,Office Supplies,Lodi,United States,Joe Kamberova,0%,1,9/29/2018,CA-2018-137918,95240.0,Acme,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",28,7,West,97,Consumer,10/6/2018,Standard Class,California,Supplies
4582,29%,1,Office Supplies,Los Angeles,United States,Joe Elijah,0%,1,11/14/2018,CA-2018-124261,90049.0,Newell,Newell 347,10,8,West,34,Consumer,11/19/2018,Standard Class,California,Art
4583,27%,1,Office Supplies,Morgan Hill,United States,Roger Demir,0%,1,12/3/2017,CA-2017-149762,95037.0,Rogers,Rogers Handheld Barrel Pencil Sharpener,6,8,West,22,Consumer,12/7/2017,Standard Class,California,Art
4584,30%,1,Office Supplies,Pasco,United States,Marc Crier,0%,1,9/8/2015,CA-2015-107818,99301.0,Hunt,"Hunt PowerHouse Electric Pencil Sharpener, Blue",91,8,West,304,Consumer,9/14/2015,Standard Class,Washington,Art
4585,48%,1,Office Supplies,San Francisco,United States,Caroline Jumper,0%,1,1/26/2018,CA-2018-150469,94109.0,OIC,Binder Clips by OIC,6,8,West,12,Consumer,1/30/2018,Standard Class,California,Fasteners
4586,49%,1,Office Supplies,Los Angeles,United States,Pamela Stobb,0%,1,4/17/2018,CA-2018-128965,90008.0,Avery,Avery 474,11,8,West,23,Consumer,4/22/2018,Standard Class,California,Labels
4587,46%,1,Office Supplies,San Diego,United States,Ruben Dartt,0%,1,11/10/2015,CA-2015-158372,92037.0,Avery,Avery White Multi-Purpose Labels,18,8,West,40,Consumer,11/16/2015,Standard Class,California,Labels
4588,49%,1,Office Supplies,Kent,United States,Jenna Caffey,0%,1,7/8/2018,CA-2018-108560,98031.0,Other,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",385,8,West,786,Consumer,7/15/2018,Standard Class,Washington,Labels
4589,46%,1,Office Supplies,Los Angeles,United States,Clay Ludtke,0%,1,5/28/2017,CA-2017-134803,90004.0,Xerox,Xerox 1991,84,8,West,183,Consumer,6/3/2017,Standard Class,California,Paper
4590,46%,1,Office Supplies,Los Angeles,United States,Duane Benoit,0%,1,9/23/2018,CA-2018-121853,90036.0,Xerox,Xerox 1909,97,8,West,211,Consumer,9/29/2018,Standard Class,California,Paper
4591,45%,1,Office Supplies,San Diego,United States,Ruben Dartt,0%,1,11/10/2015,CA-2015-158372,92037.0,Southworth,"Southworth 100% Résumé Paper, 24lb.",28,8,West,62,Consumer,11/16/2015,Standard Class,California,Paper
4592,45%,1,Office Supplies,Visalia,United States,Liz Preis,0%,1,9/8/2017,CA-2017-103709,93277.0,Xerox,Xerox 1900,15,8,West,34,Consumer,9/15/2017,Standard Class,California,Paper
4593,48%,1,Office Supplies,Renton,United States,Chloris Kastensmidt,0%,1,11/21/2018,CA-2018-110443,98059.0,Xerox,Xerox 209,25,8,West,52,Consumer,11/25/2018,Standard Class,Washington,Paper
4594,3%,1,Office Supplies,San Diego,United States,Scott Williamson,0%,1,11/16/2018,CA-2018-137022,92105.0,Tennsco,Tennsco Regal Shelving Units,24,8,West,811,Consumer,11/22/2018,Standard Class,California,Storage
4595,28%,1,Office Supplies,Los Angeles,United States,Maribeth Schnelling,0%,1,11/26/2017,CA-2017-107104,90045.0,Newell,Newell 31,10,9,West,37,Consumer,11/30/2017,Standard Class,California,Art
4596,45%,1,Office Supplies,Los Angeles,United States,Rob Lucas,0%,1,12/5/2015,CA-2015-133830,90045.0,Prang,Prang Colored Pencils,12,9,West,26,Consumer,12/10/2015,Standard Class,California,Art
4597,27%,1,Office Supplies,Redlands,United States,Steven Cartwright,0%,1,9/11/2016,CA-2016-165057,92374.0,Boston,Boston 19500 Mighty Mite Electric Pencil Sharpener,49,9,West,181,Consumer,9/15/2016,Standard Class,California,Art
4598,28%,1,Office Supplies,San Diego,United States,Naresj Patel,0%,1,12/6/2016,CA-2016-143490,92105.0,Stanley,Stanley Contemporary Battery Pencil Sharpeners,34,9,West,120,Consumer,12/13/2016,Standard Class,California,Art
4599,49%,1,Office Supplies,Los Angeles,United States,Darren Powers,0%,1,11/24/2016,CA-2016-105347,90004.0,Xerox,Xerox 1919,181,9,West,369,Consumer,11/28/2016,Standard Class,California,Paper
4600,45%,1,Office Supplies,Los Angeles,United States,Susan Pistek,0%,1,11/22/2015,CA-2015-135090,90036.0,Xerox,Xerox 1895,24,9,West,54,Consumer,11/26/2015,Standard Class,California,Paper
4601,45%,1,Office Supplies,San Francisco,United States,Herbert Flentye,0%,1,9/21/2015,CA-2015-153969,94109.0,Xerox 1971,Xerox 1971,17,9,West,39,Consumer,9/25/2015,Standard Class,California,Paper
4602,3%,1,Office Supplies,Anaheim,United States,Maribeth Dona,0%,1,12/28/2015,CA-2015-143371,92804.0,Carina,"Carina Mini System Audio Rack, Model AR050B",30,9,West,999,Consumer,1/3/2016,Standard Class,California,Storage
4603,4%,1,Office Supplies,Los Angeles,United States,Cassandra Brandow,0%,1,8/28/2016,CA-2016-121188,90049.0,Carina,Carina Double Wide Media Storage Towers in Natural & Black,29,9,West,729,Consumer,9/4/2016,Standard Class,California,Storage
4604,25%,1,Office Supplies,Los Angeles,United States,Mick Crebagga,0%,1,11/19/2018,CA-2018-126242,90049.0,Other,"File Shuttle II and Handi-File, Black",76,9,West,305,Consumer,11/24/2018,Standard Class,California,Storage
4605,4%,1,Office Supplies,San Francisco,United States,Brian Thompson,0%,1,4/10/2017,CA-2017-123358,94122.0,Rogers,Rogers Profile Extra Capacity Storage Tub,6,9,West,151,Consumer,4/17/2017,Standard Class,California,Storage
4606,42%,1,Office Supplies,San Francisco,United States,Rick Duston,0%,1,9/15/2018,US-2018-116652,94122.0,Other,Peel-Off China Markers,42,10,West,99,Consumer,9/19/2018,Standard Class,California,Art
4607,1%,1,Office Supplies,Marysville,United States,Mick Crebagga,0%,1,10/7/2017,CA-2017-139808,98270.0,Alliance,"Alliance Super-Size Bands, Assorted Sizes",1,12,West,93,Consumer,10/11/2017,Standard Class,Washington,Fasteners
4608,30%,1,Office Supplies,San Francisco,United States,Jamie Kunitz,0%,1,10/30/2018,CA-2018-123491,94122.0,Acco,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",511,14,West,"1,702",Consumer,11/5/2018,Standard Class,California,Appliances
4609,8%,1,Office Supplies,Springfield,United States,Theone Pippenger,20%,1,4/14/2016,CA-2016-116841,97477.0,Acco,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,3,1,West,35,Consumer,4/18/2016,Standard Class,Oregon,Appliances
4610,11%,1,Office Supplies,Phoenix,United States,John Murray,20%,1,8/16/2016,US-2016-128090,85023.0,Newell,Newell 346,0,1,West,2,Consumer,8/22/2016,Standard Class,Arizona,Art
4611,35%,1,Office Supplies,Los Angeles,United States,Beth Paige,20%,1,4/12/2017,CA-2017-142398,90036.0,Other,JM Magazine Binder,5,1,West,13,Consumer,4/16/2017,Standard Class,California,Binders
4612,35%,1,Office Supplies,Los Angeles,United States,Lena Radford,20%,1,9/2/2017,CA-2017-126732,90036.0,Other,SpineVue Locking Slant-D Ring Binders by Cardinal,3,1,West,7,Consumer,9/6/2017,Standard Class,California,Binders
4613,36%,1,Office Supplies,San Francisco,United States,Patrick O'Brill,20%,1,5/1/2016,CA-2016-104486,94109.0,GBC,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",4,1,West,12,Consumer,5/6/2016,Standard Class,California,Binders
4614,31%,1,Office Supplies,San Francisco,United States,Rick Duston,20%,1,9/15/2018,US-2018-116652,94122.0,Cardinal,Cardinal Poly Pocket Divider Pockets for Ring Binders,1,1,West,3,Consumer,9/19/2018,Standard Class,California,Binders
4615,35%,1,Office Supplies,Lewiston,United States,Sanjit Engle,20%,1,4/11/2015,US-2015-121734,83501.0,GBC,GBC Personal VeloBind Strips,3,1,West,10,Consumer,4/16/2015,Standard Class,Idaho,Binders
4616,35%,1,Office Supplies,Pasco,United States,Michael Chen,20%,1,11/10/2018,US-2018-128447,99301.0,GBC,GBC VeloBinder Manual Binding System,10,1,West,29,Consumer,11/17/2018,Standard Class,Washington,Binders
4617,35%,1,Office Supplies,Bullhead City,United States,Gary Zandusky,20%,1,12/20/2016,CA-2016-154795,86442.0,Other,#6 3/4 Gummed Flap White Envelopes,3,1,West,8,Consumer,12/24/2016,Standard Class,Arizona,Envelopes
4618,34%,1,Office Supplies,Aurora,United States,Zuschuss Carroll,20%,1,9/28/2016,CA-2016-106978,80013.0,Other,"#10 White Business Envelopes,4 1/8 x 9 1/2",4,1,West,13,Consumer,10/4/2016,Standard Class,Colorado,Envelopes
4619,31%,1,Office Supplies,Louisville,United States,Sung Chung,20%,1,8/21/2018,CA-2018-117646,80027.0,Southworth,Southworth 25% Cotton Antique Laid Paper & Envelopes,2,1,West,7,Consumer,8/25/2018,Standard Class,Colorado,Paper
4620,31%,1,Office Supplies,Medford,United States,Carol Darley,20%,1,11/24/2017,CA-2017-100083,97504.0,Other,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",8,1,West,25,Consumer,11/29/2017,Standard Class,Oregon,Paper
4621,8%,1,Office Supplies,Glendale,United States,Thea Hendricks,20%,1,4/13/2016,CA-2016-133837,85301.0,Other,"Neat Ideas Personal Hanging Folder Files, Black",1,1,West,11,Consumer,4/18/2016,Standard Class,Arizona,Storage
4622,8%,1,Office Supplies,Tempe,United States,Jeremy Farry,20%,1,8/31/2018,CA-2018-159884,85281.0,Other,"Neat Ideas Personal Hanging Folder Files, Black",1,1,West,11,Consumer,9/5/2018,Standard Class,Arizona,Storage
4623,8%,1,Office Supplies,Denver,United States,Arthur Prichep,20%,1,8/23/2015,CA-2015-124737,80219.0,Acme,Acme Titanium Bonded Scissors,1,1,West,7,Consumer,8/27/2015,Standard Class,Colorado,Supplies
4624,20%,1,Office Supplies,Chandler,United States,Ashley Jarboe,20%,1,10/6/2018,CA-2018-137421,85224.0,Avery,Avery Hi-Liter Smear-Safe Highlighters,2,2,West,9,Consumer,10/11/2018,Standard Class,Arizona,Art
4625,11%,1,Office Supplies,Salem,United States,Allen Armold,20%,1,5/8/2016,CA-2016-109939,97301.0,Newell,Newell 321,1,2,West,5,Consumer,5/12/2016,Standard Class,Oregon,Art
4626,9%,1,Office Supplies,Springfield,United States,Joseph Airdo,20%,1,9/17/2015,CA-2015-131947,97477.0,Newell,Newell 313,0,2,West,5,Consumer,9/22/2015,Standard Class,Oregon,Art
4627,31%,1,Office Supplies,Los Angeles,United States,Ralph Arnett,20%,1,9/4/2018,CA-2018-141929,90004.0,Ibico,Ibico Hi-Tech Manual Binding System,152,2,West,488,Consumer,9/8/2018,Standard Class,California,Binders
4628,36%,1,Office Supplies,Los Angeles,United States,Clay Cheatham,20%,1,12/1/2018,CA-2018-118542,90008.0,Cardinal,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",4,2,West,10,Consumer,12/5/2018,Standard Class,California,Binders
4629,31%,1,Office Supplies,Los Angeles,United States,Toby Swindell,20%,1,11/24/2016,CA-2016-153416,90036.0,Avery,Avery Reinforcements for Hole-Punch Pages,1,2,West,3,Consumer,11/29/2016,Standard Class,California,Binders
4630,33%,1,Office Supplies,Los Angeles,United States,Tim Brockman,20%,1,10/7/2017,CA-2017-162614,90049.0,GBC,GBC Recycled VeloBinder Covers,9,2,West,27,Consumer,10/13/2017,Standard Class,California,Binders
4631,33%,1,Office Supplies,Los Angeles,United States,Xylona Preis,20%,1,11/3/2017,CA-2017-109365,90049.0,Fellowes,Fellowes Black Plastic Comb Bindings,3,2,West,9,Consumer,11/8/2017,Standard Class,California,Binders
4632,36%,1,Office Supplies,San Bernardino,United States,Berenike Kampe,20%,1,3/19/2016,CA-2016-113110,92404.0,GBC,GBC Imprintable Covers,6,2,West,18,Consumer,3/23/2016,Standard Class,California,Binders
4633,35%,1,Office Supplies,San Bernardino,United States,Keith Herrera,20%,1,11/13/2016,CA-2016-104948,92404.0,Universal,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",3,2,West,10,Consumer,11/17/2016,Standard Class,California,Binders
4634,33%,1,Office Supplies,San Bernardino,United States,Mike Vittorini,20%,1,7/10/2016,CA-2016-107020,92404.0,Other,Large Capacity Hanging Post Binders,13,2,West,40,Consumer,7/14/2016,Standard Class,California,Binders
4635,34%,1,Office Supplies,San Diego,United States,Jay Kimmel,20%,1,8/7/2018,US-2018-155999,92105.0,Avery,Avery Printable Repositionable Plastic Tabs,5,2,West,14,Consumer,8/13/2018,Standard Class,California,Binders
4636,34%,1,Office Supplies,San Diego,United States,Rick Duston,20%,1,12/14/2016,CA-2016-146696,92105.0,Wilson Jones,Wilson Jones Standard D-Ring Binders,3,2,West,8,Consumer,12/19/2016,Standard Class,California,Binders
4637,35%,1,Office Supplies,San Francisco,United States,Toby Swindell,20%,1,9/8/2015,CA-2015-140032,94109.0,Acco,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",3,2,West,9,Consumer,9/13/2015,Standard Class,California,Binders
4638,38%,1,Office Supplies,San Francisco,United States,Alex Avila,20%,1,3/31/2015,CA-2015-128055,94122.0,GBC,GBC DocuBind 200 Manual Binding Machine,253,2,West,674,Consumer,4/5/2015,Standard Class,California,Binders
4639,34%,1,Office Supplies,San Francisco,United States,Jeremy Farry,20%,1,1/30/2017,CA-2017-164483,94122.0,Other,Heavy-Duty E-Z-D Binders,6,2,West,17,Consumer,2/3/2017,Standard Class,California,Binders
4640,35%,1,Office Supplies,San Francisco,United States,Lisa DeCherney,20%,1,11/7/2017,CA-2017-116379,94122.0,GBC,GBC VeloBinder Manual Binding System,20,2,West,58,Consumer,11/12/2017,Standard Class,California,Binders
4641,33%,1,Office Supplies,San Jose,United States,Eugene Barchas,20%,1,9/11/2017,CA-2017-116561,95123.0,GBC,GBC Standard Therm-A-Bind Covers,13,2,West,40,Consumer,9/17/2017,Standard Class,California,Binders
4642,33%,1,Office Supplies,Vallejo,United States,David Flashing,20%,1,10/4/2015,CA-2015-153479,94591.0,GBC,GBC Recycled Regency Composition Covers,31,2,West,96,Consumer,10/8/2015,Standard Class,California,Binders
4643,33%,1,Office Supplies,Westminster,United States,Toby Carlisle,20%,1,7/14/2018,CA-2018-121048,92683.0,Acco,Acco Suede Grain Vinyl Round Ring Binder,1,2,West,4,Consumer,7/18/2018,Standard Class,California,Binders
4644,31%,1,Office Supplies,Missoula,United States,Jas O'Carroll,20%,1,12/31/2016,CA-2016-109197,59801.0,Ibico,Ibico Hi-Tech Manual Binding System,152,2,West,488,Consumer,1/4/2017,Standard Class,Montana,Binders
4645,36%,1,Office Supplies,Las Vegas,United States,Rick Duston,20%,1,5/20/2018,US-2018-166688,89115.0,Wilson Jones,Wilson Jones Impact Binders,3,2,West,8,Consumer,5/26/2018,Standard Class,Nevada,Binders
4646,33%,1,Office Supplies,Logan,United States,Jason Fortune-,20%,1,3/14/2015,CA-2015-114510,84321.0,Other,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",20,2,West,62,Consumer,3/19/2015,Standard Class,Utah,Binders
4647,34%,1,Office Supplies,Kent,United States,Jenna Caffey,20%,1,7/8/2018,CA-2018-108560,98031.0,GBC,"GBC White Gloss Covers, Plain Front",8,2,West,23,Consumer,7/15/2018,Standard Class,Washington,Binders
4648,35%,1,Office Supplies,Seattle,United States,Logan Currie,20%,1,12/1/2016,CA-2016-119907,98103.0,Wilson Jones,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,19,2,West,55,Consumer,12/8/2016,Standard Class,Washington,Binders
4649,34%,1,Office Supplies,Seattle,United States,Corey-Lock,20%,1,8/2/2016,CA-2016-147501,98105.0,Ibico,Ibico Presentation Index for Binding Systems,2,2,West,6,Consumer,8/6/2016,Standard Class,Washington,Binders
4650,31%,1,Office Supplies,Seattle,United States,Evan Bailliet,20%,1,9/29/2015,CA-2015-111962,98115.0,GBC,GBC Standard Plastic Binding Systems' Combs,3,2,West,10,Consumer,10/4/2015,Standard Class,Washington,Binders
4651,38%,1,Office Supplies,Seattle,United States,Michelle Moray,20%,1,10/30/2018,CA-2018-127285,98115.0,Cardinal,Cardinal Slant-D Ring Binders,5,2,West,14,Consumer,11/6/2018,Standard Class,Washington,Binders
4652,35%,1,Office Supplies,Phoenix,United States,John Murray,20%,1,8/16/2016,US-2016-128090,85023.0,Avery,Avery 488,2,2,West,5,Consumer,8/22/2016,Standard Class,Arizona,Labels
4653,31%,1,Office Supplies,Gilbert,United States,Peter Fuller,20%,1,6/15/2016,CA-2016-129896,85234.0,Xerox,Xerox 1895,3,2,West,10,Consumer,6/20/2016,Standard Class,Arizona,Paper
4654,38%,1,Office Supplies,Glendale,United States,Arianne Irving,20%,1,9/9/2018,CA-2018-155929,85301.0,Other,Unpadded Memo Slips,2,2,West,6,Consumer,9/13/2018,Standard Class,Arizona,Paper
4655,33%,1,Office Supplies,Phoenix,United States,Maris LaWare,20%,1,7/18/2018,US-2018-142573,85023.0,Other,Riverleaf Stik-Withit Designer Note Cubes,5,2,West,16,Consumer,7/23/2018,Standard Class,Arizona,Paper
4656,35%,1,Office Supplies,Salem,United States,Tim Brockman,20%,1,12/8/2015,CA-2015-129364,97301.0,Xerox,Xerox 232,4,2,West,10,Consumer,12/13/2015,Standard Class,Oregon,Paper
4657,-24%,1,Office Supplies,Gilbert,United States,Peter Fuller,20%,1,6/15/2016,CA-2016-129896,85234.0,Belkin,"Belkin 19"" Vented Equipment Shelf, Black",-20,2,West,82,Consumer,6/20/2016,Standard Class,Arizona,Storage
4658,-24%,1,Office Supplies,Glendale,United States,Frank Olsen,20%,1,6/8/2018,US-2018-107979,85301.0,Rogers,Rogers Deluxe File Chest,-8,2,West,35,Consumer,6/13/2018,Standard Class,Arizona,Storage
4659,-20%,1,Office Supplies,Phoenix,United States,Adrian Barton,20%,1,9/19/2018,CA-2018-153822,85023.0,Akro,Akro Stacking Bins,-3,2,West,13,Consumer,9/25/2018,Standard Class,Arizona,Storage
4660,-23%,1,Office Supplies,Parker,United States,Tony Sayre,20%,1,12/19/2018,CA-2018-116946,80134.0,Tennsco,Tennsco Industrial Shelving,-18,2,West,78,Consumer,12/23/2018,Standard Class,Colorado,Storage
4661,-23%,1,Office Supplies,Denver,United States,Sanjit Engle,20%,1,3/13/2018,CA-2018-105851,80219.0,Martin-Yale,Martin Yale Chadless Opener Electric Letter Opener,-300,2,West,"1,332",Consumer,3/20/2018,Standard Class,Colorado,Supplies
4662,9%,1,Office Supplies,Thornton,United States,Resi Pölking,20%,1,10/2/2016,CA-2016-128356,80229.0,Acme,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",1,2,West,11,Consumer,10/7/2016,Standard Class,Colorado,Supplies
4663,11%,1,Office Supplies,Peoria,United States,Steven Cartwright,20%,1,8/17/2016,CA-2016-119627,85345.0,Newell,Newell 336,1,3,West,10,Consumer,8/23/2016,Standard Class,Arizona,Art
4664,11%,1,Office Supplies,Colorado Springs,United States,Irene Maddox,20%,1,12/11/2016,CA-2016-104346,80906.0,Newell,Newell 326,0,3,West,4,Consumer,12/16/2016,Standard Class,Colorado,Art
4665,11%,1,Office Supplies,Colorado Springs,United States,Jim Radford,20%,1,12/24/2016,US-2016-103471,80906.0,Dixon,"Dixon My First Ticonderoga Pencil, #2",2,3,West,14,Consumer,12/28/2016,Standard Class,Colorado,Art
4666,13%,1,Office Supplies,Springfield,United States,Joseph Airdo,20%,1,9/17/2015,CA-2015-131947,97477.0,Boston,Boston 16701 Slimline Battery Pencil Sharpener,5,3,West,38,Consumer,9/22/2015,Standard Class,Oregon,Art
4667,35%,1,Office Supplies,Los Angeles,United States,Philip Brown,20%,1,1/13/2016,CA-2016-137526,90004.0,Other,Binding Machine Supplies,25,3,West,70,Consumer,1/17/2016,Standard Class,California,Binders
4668,38%,1,Office Supplies,Los Angeles,United States,Lauren Leatherbury,20%,1,4/25/2018,CA-2018-120222,90032.0,Other,Surelock Post Binders,28,3,West,73,Consumer,5/2/2018,Standard Class,California,Binders
4669,33%,1,Office Supplies,Los Angeles,United States,Duane Benoit,20%,1,9/23/2018,CA-2018-121853,90036.0,Ibico,Ibico Plastic Spiral Binding Combs,24,3,West,73,Consumer,9/29/2018,Standard Class,California,Binders
4670,31%,1,Office Supplies,Los Angeles,United States,Alan Barnes,20%,1,6/25/2016,CA-2016-115945,90045.0,GBC,"GBC Velobind Prepunched Cover Sets, Regency Series",28,3,West,89,Consumer,7/1/2016,Standard Class,California,Binders
4671,35%,1,Office Supplies,Los Angeles,United States,Phillip Flathmann,20%,1,12/29/2017,US-2017-163258,90045.0,Acco,Acco Translucent Poly Ring Binders,4,3,West,11,Consumer,1/2/2018,Standard Class,California,Binders
4672,38%,1,Office Supplies,Los Angeles,United States,William Brown,20%,1,11/4/2015,CA-2015-125829,90045.0,Cardinal,Cardinal EasyOpen D-Ring Binders,8,3,West,22,Consumer,11/11/2015,Standard Class,California,Binders
4673,33%,1,Office Supplies,Rancho Cucamonga,United States,Allen Armold,20%,1,10/24/2015,CA-2015-130729,91730.0,Avery,Avery Premier Heavy-Duty Binder with Round Locking Rings,11,3,West,34,Consumer,10/29/2015,Standard Class,California,Binders
4674,35%,1,Office Supplies,San Diego,United States,Shaun Weien,20%,1,7/21/2018,CA-2018-145429,92024.0,GBC,GBC Premium Transparent Covers with Diagonal Lined Pattern,18,3,West,50,Consumer,7/25/2018,Standard Class,California,Binders
4675,35%,1,Office Supplies,San Diego,United States,Liz Thompson,20%,1,11/2/2016,CA-2016-168207,92105.0,Cardinal,Cardinal Holdit Business Card Pockets,4,3,West,12,Consumer,11/6/2016,Standard Class,California,Binders
4676,35%,1,Office Supplies,San Francisco,United States,Becky Pak,20%,1,12/31/2017,CA-2017-156139,94109.0,GBC,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",13,3,West,38,Consumer,1/6/2018,Standard Class,California,Binders
4677,33%,1,Office Supplies,San Francisco,United States,Brian Dahlen,20%,1,8/15/2015,US-2015-164406,94122.0,GBC,GBC Durable Plastic Covers,15,3,West,46,Consumer,8/19/2015,Standard Class,California,Binders
4678,35%,1,Office Supplies,San Francisco,United States,Joy Smith,20%,1,10/19/2018,CA-2018-125990,94122.0,Other,JM Magazine Binder,14,3,West,40,Consumer,10/23/2018,Standard Class,California,Binders
4679,35%,1,Office Supplies,Westminster,United States,Jeremy Lonsdale,20%,1,8/7/2018,CA-2018-156776,92683.0,Cardinal,Cardinal Holdit Business Card Pockets,4,3,West,12,Consumer,8/11/2018,Standard Class,California,Binders
4680,38%,1,Office Supplies,Westminster,United States,Jeremy Lonsdale,20%,1,8/7/2018,CA-2018-156776,92683.0,Other,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",12,3,West,31,Consumer,8/11/2018,Standard Class,California,Binders
4681,31%,1,Office Supplies,Carlsbad,United States,Maribeth Schnelling,20%,1,11/17/2017,CA-2017-150658,88220.0,Avery,Avery Non-Stick Binders,3,3,West,11,Consumer,11/22/2017,Standard Class,New Mexico,Binders
